formula,class,Tc,reduced formula
Ce1Co1In4.9Sn0.1,other,1.02,Ce10Co10In49Sn1
Ce1Co1In5,other,1.95,Ce1Co1In5
Ce1Co1In5,other,2,Ce1Co1In5
Ce1Co1In5,other,2.17,Ce1Co1In5
Ce1Co1In5,other,2.2,Ce1Co1In5
Ce1Co1In5,other,2.23,Ce1Co1In5
Ce1Co1In5,other,2.24,Ce1Co1In5
Ce1Co1In5,other,2.25,Ce1Co1In5
Ce1Co1In5,other,2.26,Ce1Co1In5
Ce1Co1In5,other,2.27,Ce1Co1In5
Ce1Co1In5,other,2.29,Ce1Co1In5
Ce1Co1In5,other,2.3,Ce1Co1In5
Ce1Co1In5,other,2.325,Ce1Co1In5
Ce1Co1In5,other,2.29,Ce1Co1In5
Ce1Co1In5,other,1.95,Ce1Co1In5
Ce1Co1In7.65Zn0.35,other,1.78,Ce20Co20In153Zn7
Ce1Co1In7.65Zn0.35,other,1.78,Ce20Co20In153Zn7
Ce1Co2,other,0.82,Ce1Co2
Ce1Co2,other,0.84,Ce1Co2
Ce1Co2,other,1.29,Ce1Co2
Ce1Co2,other,1.5,Ce1Co2
Ce1Cu1.95Si2.01,other,0.62,Ce10000Cu19500Si20099.9999999999
Ce1Cu2.05Si2,other,0.7,Ce20Cu41Si40
Ce1Cu2.53Si2,other,0.62,Ce10000Cu25299.9999999999Si20000
Ce1Cu2Ge2,other,0.64,Ce1Cu2Ge2
Ce1Cu2Ge2,other,2,Ce1Cu2Ge2
Ce1Cu2Si1.7Ge0.3,other,0.1,Ce10Cu20Si17Ge3
Ce1Cu2Si1.88Ge0.12,other,0.2,Ce25Cu50Si47Ge3
Ce1Cu2Si1.8Ge0.2,other,0.12,Ce5Cu10Si9Ge1
Ce1Cu2Si1.8Ge0.2,other,0.15,Ce5Cu10Si9Ge1
Ce1Cu2Si1.8Ge0.2,other,0.19,Ce5Cu10Si9Ge1
Ce1Cu2Si1.8Ge0.2,other,0.21,Ce5Cu10Si9Ge1
Ce1Cu2Si1.92Ge0.08,other,0.27,Ce25Cu50Si48Ge2
Ce1Cu2Si1.96Ge0.04,other,0.37,Ce25Cu50Si49Ge1
Ce1Cu2Si1.96Ge0.04,other,0.4,Ce25Cu50Si49Ge1
Ce1Cu2Si1.98Ge0.02,other,0.5,Ce50Cu100Si99Ge1
Ce1Cu2Si1.98Ge0.02,other,0.54,Ce50Cu100Si99Ge1
Ce1Cu2Si1.9Ge0.1,other,0.2,Ce10Cu20Si19Ge1
Ce1Cu2Si2,other,0.46,Ce1Cu2Si2
Ce1Cu2Si2,other,0.6,Ce1Cu2Si2
Ce1Cu2Si2,other,0.61,Ce1Cu2Si2
Ce1Cu2Si2,other,0.63,Ce1Cu2Si2
Ce1Cu2Si2,other,0.64,Ce1Cu2Si2
Ce1Cu2Si2,other,0.65,Ce1Cu2Si2
Ce1Cu2Si2,other,0.677,Ce1Cu2Si2
Ce1Cu2Si2,other,0.7,Ce1Cu2Si2
Ce1Cu2Si2,other,0.73,Ce1Cu2Si2
Ce1Cu2Si2,other,0.8,Ce1Cu2Si2
Ce1F0.7Bi1S2O0.7,other,2.68,Ce10F7Bi10S20O7
Ce1F0.7Bi1S2O0.7,other,2.68,Ce10F7Bi10S20O7
Ce1Ge2Rh1,other,0.45,Ce1Ge2Rh1
Ce1In3,other,0.15,Ce1In3
Ce1In3,other,0.17,Ce1In3
Ce1In3,other,0.2,Ce1In3
Ce1Ir0.3Co0.7In5,other,2,Ce10Ir3Co7In50
Ce1Ir0.65Co0.35Si3,other,0.75,Ce20Ir13Co7Si60
Ce1Ir0.75Co0.25In5,other,1.52,Ce4Ir3Co1In20
Ce1Ir0.8Co0.2Si3,other,0.62,Ce5Ir4Co1Si15
Ce1Ir0.956Pt0.044In5,other,0.429,Ce250Ir239Pt11In1250
Ce1Ir0.978Pt0.022In5,other,0.734,Ce500Ir489Pt11In2500
Ce1Ir0.987Pt0.013In5,other,0.897,Ce1000Ir987Pt13In5000
Ce1Ir1Ge3,other,1.61,Ce1Ir1Ge3
Ce1Ir1In4.875Cd0.125,other,0.194,Ce8Ir8In39Cd1
Ce1Ir1In4.946Hg0.054,other,0.476,Ce500Ir500In2473Hg27
Ce1Ir1In4.955Hg0.045,other,0.993,Ce200Ir200In991Hg9
Ce1Ir1In4.973Hg0.027,other,0.955,Ce1000Ir1000In4973Hg27
Ce1Ir1In4.97Sn0.03,other,0.66,Ce100Ir100In497Sn3
Ce1Ir1In4.986Sn0.014,other,0.8,Ce500Ir500In2493Sn7
Ce1Ir1In4.996Sn0.004,other,1.043,Ce250Ir250In1249.00000000000Sn1
Ce1Ir1In5,other,0.38,Ce1Ir1In5
Ce1Ir1In5,other,0.4,Ce1Ir1In5
Ce1Ir1In5,other,0.41,Ce1Ir1In5
Ce1Ir1In5,other,0.43,Ce1Ir1In5
Ce1Ir1In5,other,1.2,Ce1Ir1In5
Ce1Ir1In5,other,1.273,Ce1Ir1In5
Ce1Ir1In5,other,1.3,Ce1Ir1In5
Ce1Ir1Si3,other,1.4,Ce1Ir1Si3
Ce1Ir1Si3,other,1.59,Ce1Ir1Si3
Ce1Ir1Si3,other,1.6,Ce1Ir1Si3
Ce1Ir3,other,3.34,Ce1Ir3
Ce1Ir5,other,1.82,Ce1Ir5
Ce1Ni0.86Bi2,other,4.1,Ce50Ni43Bi100
Ce1Ni0.8Bi2,other,4.1,Ce5Ni4Bi10
Ce1Ni0.8Bi2,other,4.2,Ce5Ni4Bi10
Ce1Ni0.8Bi2.03,other,4.2,Ce10000Ni8000Bi20299.9999999999
Ce1Ni1Ge3,other,0.43,Ce1Ni1Ge3
Ce1Ni1Ge3,other,0.48,Ce1Ni1Ge3
Ce1Ni2B2C1,other,0.1,Ce1Ni2B2C1
Ce1Ni2Ge2,other,0.2,Ce1Ni2Ge2
Ce1Ni2Ge2,other,0.22,Ce1Ni2Ge2
Ce1Ni2Ge2,other,0.23,Ce1Ni2Ge2
Ce1Os3B2,other,3.5,Ce1Os3B2
Ce1Pd1Bi1,other,1.3,Ce1Pd1Bi1
Ce1Pd2Si2,other,0.37,Ce1Pd2Si2
Ce1Pd2Si2,other,0.39,Ce1Pd2Si2
Ce1Pd2Si2,other,0.395,Ce1Pd2Si2
Ce1Pd2Si2,other,0.43,Ce1Pd2Si2
Ce1Pd2Si2,other,0.52,Ce1Pd2Si2
Ce1Pd5Al2,other,0.57,Ce1Pd5Al2
Ce1Pd5Al2,other,0.9,Ce1Pd5Al2
Ce1Pt0.1Ru1.9,other,4.08,Ce10Pt1Ru19
Ce1Pt0.2Ru1.8,other,3.4,Ce5Pt1Ru9
Ce1Pt1Si2,other,0.14,Ce1Pt1Si2
Ce1Pt2.82Ni0.18Si1,other,0.473,Ce50Pt141Ni9Si50
Ce1Pt2.94Ni0.06Si1,other,0.545,Ce50Pt147Ni3Si50
Ce1Pt2.97Si1,other,0.72,Ce100Pt297.000000000000Si100
Ce1Pt2In7,other,2.1,Ce1Pt2In7
Ce1Pt3.03Si0.97,other,0.37,Ce10000Pt30299.9999999999Si9700
Ce1Pt3Si0.94Ge0.06,other,0.4505,Ce50Pt150Si47Ge3
Ce1Pt3Si0.94Ge0.06,other,0.56,Ce50Pt150Si47Ge3
Ce1Pt3Si0.97Ge0.03,other,0.63,Ce100Pt300Si97Ge3
Ce1Pt3Si0.9Ge0.1,other,0.31,Ce10Pt30Si9Ge1
Ce1Pt3Si1,other,0.46,Ce1Pt3Si1
Ce1Pt3Si1,other,0.51,Ce1Pt3Si1
Ce1Pt3Si1,other,0.63,Ce1Pt3Si1
Ce1Pt3Si1,other,0.68,Ce1Pt3Si1
Ce1Pt3Si1,other,0.7,Ce1Pt3Si1
Ce1Pt3Si1,other,0.745,Ce1Pt3Si1
Ce1Pt3Si1,other,0.748,Ce1Pt3Si1
Ce1Pt3Si1,other,0.75,Ce1Pt3Si1
Ce1Pt3Si1,other,0.8,Ce1Pt3Si1
Ce1Rh0.07Co0.93In5,other,1.89,Ce100Rh7.0000000000000Co93In500
Ce1Rh0.13Co0.87In5,other,1.73,Ce100Rh13Co87In500
Ce1Rh0.1Ir0.9In5,other,0.35,Ce10Rh1Ir9In50
Ce1Rh0.23Co0.77In5,other,1.38,Ce100Rh23Co77In500
Ce1Rh0.25Ir0.75In5,other,0.62,Ce4Rh1Ir3In20
Ce1Rh0.25Ir0.75In5,other,0.64,Ce4Rh1Ir3In20
Ce1Rh0.29Co0.71In5,other,1.56,Ce100Rh29Co71In500
Ce1Rh0.2Co0.8In5,other,1.57,Ce5Rh1Co4In25
Ce1Rh0.2Ir0.8In5,other,0.67,Ce5Rh1Ir4In25
Ce1Rh0.35Co0.65In5,other,1.38,Ce20Rh7Co13In100
Ce1Rh0.3Co0.7In5,other,1.42,Ce10Rh3Co7In50
Ce1Rh0.3Ir0.7In5,other,1.2,Ce10Rh3Ir7In50
Ce1Rh0.45Ir0.55In5,other,0.82,Ce20Rh9Ir11In100
Ce1Rh0.4Co0.6In5,other,1.43,Ce5Rh2Co3In25
Ce1Rh0.4Ir0.6In5,other,0.91,Ce5Rh2Ir3In25
Ce1Rh0.55Ir0.45In5,other,0.94,Ce20Rh11Ir9In100
Ce1Rh0.5Co0.5In5,other,1.4,Ce2Rh1Co1In10
Ce1Rh0.5Ir0.5In5,other,0.79,Ce2Rh1Ir1In10
Ce1Rh0.5Ir0.5In5,other,0.84,Ce2Rh1Ir1In10
Ce1Rh0.5Ir0.5In5,other,0.9,Ce2Rh1Ir1In10
Ce1Rh0.5Ir0.5In5,other,0.97,Ce2Rh1Ir1In10
Ce1Rh0.65Ir0.35In5,other,0.22,Ce20Rh13Ir7In100
Ce1Rh0.6Co0.4In5,other,1.5,Ce5Rh3Co2In25
Ce1Rh0.6Ir0.4In5,other,0.62,Ce5Rh3Ir2In25
Ce1Rh0.75Ir0.25In5,other,1.84,Ce4Rh3Ir1In20
Ce1Rh0.9Ir0.1In5,other,2.04,Ce10Rh9Ir1In50
Ce1Rh1In4.84Sn0.16,other,1.2,Ce25Rh25In121Sn4
Ce1Rh1In5,other,0.11,Ce1Rh1In5
Ce1Rh1In5,other,1.62,Ce1Rh1In5
Ce1Rh1In5,other,2.1,Ce1Rh1In5
Ce1Rh1In5,other,2.12,Ce1Rh1In5
Ce1Rh1In5,other,2.2,Ce1Rh1In5
Ce1Rh1In5,other,2.23,Ce1Rh1In5
Ce1Rh1In5,other,2.24,Ce1Rh1In5
Ce1Rh1In5,other,2.25,Ce1Rh1In5
Ce1Rh1Si3,other,0.45,Ce1Rh1Si3
Ce1Rh1Si3,other,0.9,Ce1Rh1Si3
Ce1Rh1Si3,other,1.06,Ce1Rh1Si3
Ce1Rh1Si3,other,1.07,Ce1Rh1Si3
Ce1Rh1Si3,other,1.09,Ce1Rh1Si3
Ce1Rh2Si2,other,0.26,Ce1Rh2Si2
Ce1Rh2Si2,other,0.38,Ce1Rh2Si2
Ce1Rh2Si2,other,0.43,Ce1Rh2Si2
Ce1Ru0.1Co1.9,other,0.47,Ce10Ru1Co19
Ce1Ru0.2Co1.8,other,0.35,Ce5Ru1Co9
Ce1Ru0.3Co1.7,other,0.27,Ce10Ru3Co17
Ce1Ru1.93Co0.07,other,1.93,Ce100Ru193Co7.0000000000000
Ce1Ru1.95Co0.05,other,2.4,Ce20Ru39Co1
Ce1Ru1.97Co0.03,other,3.5,Ce100Ru197Co3
Ce1Ru1.99Co0.01,other,4.74,Ce100Ru199Co1
Ce1Ru2,other,4.9,Ce1Ru2
Ce1Ru2,other,5.4,Ce1Ru2
Ce1Ru2,other,6,Ce1Ru2
Ce1Ru2,other,6.1,Ce1Ru2
Ce1Ru2,other,6.17,Ce1Ru2
Ce1Ru2,other,6.18,Ce1Ru2
Ce1Ru2,other,6.2,Ce1Ru2
Ce1Ru2,other,6.221,Ce1Ru2
Ce1Ru2,other,6.23,Ce1Ru2
Ce1Ru2,other,6.28,Ce1Ru2
Ce1Ru2,other,6.3,Ce1Ru2
Ce1Ru2Sc1,other,6.2,Ce1Ru2Sc1
Ce1Ru3B2,other,1.1,Ce1Ru3B2
Ce1Ru3Si2,other,1.25,Ce1Ru3Si2
Ce1Te1.82,other,2.7,Ce50Te91
Ce2Co1In8,other,0.4,Ce2Co1In8
Ce2Ni3Ge5,other,0.22,Ce2Ni3Ge5
Ce2Pd1In8,other,0.68,Ce2Pd1In8
Ce2Pd1In8,other,0.7,Ce2Pd1In8
Ce2Rh1In8,other,0.6,Ce2Rh1In8
Ce2Rh1In8,other,0.65,Ce2Rh1In8
Ce2Rh1In8,other,2,Ce2Rh1In8
Ce3Pt1In11,other,0.32,Ce3Pt1In11
Ce3Pt1In11,other,0.32,Ce3Pt1In11
Co0.002Mo0.815Re0.185,other,5.8,Co20Mo8149.9999999999Re1850
Co0.004Ir0.996,other,0.046,Co1Ir249
Co0.007Ru0.993,other,0.4,Co7Ru993
Co0.007V0.993,other,4.52,Co7V993
Co0.015Mo99.985,other,0.59,Co3Mo19997
Co0.015Ru0.985,other,0.32,Co3Ru197
Co0.017V0.983,other,3.28,Co17V983
Co0.01Mo99.99,other,0.71,Co1Mo9999
Co0.022Ru0.978,other,0.27,Co11Ru489
Co0.027Ru0.973,other,0.25,Co27Ru973
Co0.02Cu0.98Rh2Si4,other,3.8,Co1Cu49Rh100Si200
Co0.02Sn0.98Ta3,other,4,Co1Sn49Ta150
Co0.02V0.98,other,2.61,Co1V49
Co0.032Mo99.968,other,0.31,Co1Mo3124
Co0.032Ti0.968,other,2.84,Co4Ti121
Co0.034Ru0.964,other,0.2,Co17Ru482
Co0.038Mo99.962,other,0.22,Co19Mo49981
Co0.03In0.97,other,3.95,Co3In97
Co0.03V0.97,other,1.48,Co3V97
Co0.03Zr0.97,other,2.61,Co3Zr97
Co0.05Rh0.04Ti0.91,other,4,Co5Rh4Ti91
Co0.07Ru0.93,other,0.09,Co7.0000000000000Ru93
Co0.15Ti0.85,other,3.8,Co3Ti17
Co0.1Zr0.9,other,3.9,Co1Zr9
Co0.28Y0.72,other,0.34,Co7.0000000000000Y18
Co0.3Sc0.7,other,0.35,Co3Sc7
Co0.44Mo0.56,other,13,Co11Mo14.0000000000000
Co0.5Fe0.5Ti1,other,3.3,Co1Fe1Ti2
Co0.5Ni0.5Ta2,other,0.91,Co1Ni1Ta4
Co0.5Ni0.5Zr2,other,3.1,Co1Ni1Zr4
Co0.5Ni0.5Zr2,other,3.21,Co1Ni1Zr4
Co0.5Rh0.5Si2,other,2,Co1Rh1Si4
Co0.5Rh0.5Si2,other,2.5,Co1Rh1Si4
Co0.6Rh0.4Zr2,other,8,Co3Rh2Zr10
Co0.85Ni0.15Zr2,other,6,Co17Ni3Zr40
Co15Zr85,other,3.3,Co3Zr17
Co1Hf2,other,0.56,Co1Hf2
Co1La3,other,4,Co1La3
Co1La3,other,4.28,Co1La3
Co1La3,other,4.4,Co1La3
Co1Lu3,other,0.35,Co1Lu3
Co1Sc0.125Zr1.875,other,2.89,Co8Sc1Zr15
Co1Si2,other,1.22,Co1Si2
Co1Si2,other,1.3,Co1Si2
Co1Si2,other,1.4,Co1Si2
Co1Sr2Y0.55Ca0.45Cu2O7,CuO,25,Co20Sr40Y11Ca9Cu40O140
Co1Sr2Y0.5Ca0.5Cu2O7,CuO,15,Co2Sr4Y1Ca1Cu4O14
Co1Sr2Y0.65Ca0.35Cu2O7,CuO,38,Co20Sr40Y13Ca7Cu40O140
Co1Sr2Y0.6Ca0.4Cu2O7,CuO,34,Co5Sr10Y3Ca2Cu10O35
Co1Sr2Y0.75Ca0.25Cu2O7,CuO,30,Co4Sr8Y3Ca1Cu8O28
Co1Sr2Y0.7Ca0.3Cu2O7,CuO,40,Co10Sr20Y7Ca3Cu20O70
Co1Sr2Y0.8Ca0.2Cu2O7,CuO,20,Co5Sr10Y4Ca1Cu10O35
Co1Sr2Y0.9Ca0.1Cu2O7,CuO,15,Co10Sr20Y9Ca1Cu20O70
Co1Ta1.75Zr0.25,other,0.9,Co4Ta7Zr1
Co1Ta1.75Zr0.25,other,1,Co4Ta7Zr1
Co1Ta2,other,0.82,Co1Ta2
Co1Ti1,other,0.71,Co1Ti1
Co1Ti2,other,3.44,Co1Ti2
Co1Y3,other,0.34,Co1Y3
Co1Zr2,other,3,Co1Zr2
Co1Zr2,other,5,Co1Zr2
Co1Zr2,other,5.2,Co1Zr2
Co1Zr2,other,5.47,Co1Zr2
Co1Zr2,other,5.5,Co1Zr2
Co1Zr2,other,6.3,Co1Zr2
Co1Zr2,other,7,Co1Zr2
Co1Zr3,other,3.9,Co1Zr3
Co21Zr79,other,3.78,Co21Zr79
Co25Zr75,other,3.18,Co1Zr3
Co25Zr75,other,3.47,Co1Zr3
Co28Zr72,other,3.12,Co7Zr18
Co35.38Zr64.62,other,2.67,Co1769Zr3231
Co35Zr65,other,2.48,Co7Zr13
Co3Y4,other,1.5,Co3Y4
Co3Y4,other,2.1,Co3Y4
Co3Y4,other,2.5,Co3Y4
Co4.95Ga25V70.05,other,7.56,Co99Ga500V1401
Co7.32Ga25V67.68,other,5.03,Co183Ga625V1692.00000000000
Co7Y9,other,2.7,Co7Y9
Co7Y9,other,3,Co7Y9
Co7Y9,other,3,Co7Y9
Cr0.0018V0.9982,other,5.15,Cr9V4991
Cr0.0033V0.9967,other,5.07,Cr33V9967
Cr0.0081V0.9919,other,4.78,Cr81V9919
Cr0.008Cu1Rh1.992S4,other,3.9,Cr1Cu125Rh249S500
Cr0.011Ti0.967V0.022,other,3.6,Cr11Ti967V22
Cr0.0132V0.9868,other,4.57,Cr33V2467
Cr0.01V0.99,other,4.8,Cr1V99
Cr0.025Ti0.975,other,3.5,Cr1Ti39
Cr0.0265V0.9735,other,3.89,Cr53V1947
Cr0.026V0.974,other,3.66,Cr13V487
Cr0.027Ti0.973,other,3.5,Cr27Ti973
Cr0.02V0.98,other,4.08,Cr1V49
Cr0.03Sc0.97,other,3.1,Cr3Sc97
Cr0.055V0.945,other,1.89,Cr11V189
Cr0.05Nb0.95,other,6.66,Cr1Nb19
Cr0.05Rh0.04Ti0.91,other,3.75,Cr5Rh4Ti91
Cr0.06Mo0.94,other,0.71,Cr3Mo47
Cr0.06V0.94,other,2.93,Cr3V47
Cr0.071Nb0.929,other,6.95,Cr709.99999999999Nb9290
Cr0.099V0.901,other,3.3,Cr99V901
Cr0.09Ir0.91,other,0.78,Cr9Ir91
Cr0.125Ru0.875,other,1.2,Cr1Ru7
Cr0.152Ti0.848,other,4.18,Cr19Ti106
Cr0.15Mo0.85,other,0.5,Cr3Mo17
Cr0.1Nb0.9,other,4.66,Cr1Nb9
Cr0.1Nb0.9,other,5,Cr1Nb9
Cr0.1Ru0.9,other,0.34,Cr1Ru9
Cr0.1Ti0.3V0.6,other,5.6,Cr1Ti3V6
Cr0.1V0.9,other,1.88,Cr1V9
Cr0.1V0.9,other,2.06,Cr1V9
Cr0.1V0.9,other,3.21,Cr1V9
Cr0.1V0.9,other,3.3,Cr1V9
Cr0.25Mo0.75,other,0.155,Cr1Mo3
Cr0.25V0.75,other,1.36,Cr1V3
Cr0.28Ir0.72,other,0.83,Cr7.0000000000000Ir18
Cr0.2V0.8,other,1.66,Cr1V4
Cr0.2V0.8,other,1.9,Cr1V4
Cr0.33Re0.67,other,2.29,Cr33Re67
Cr0.38Re0.62,other,4.1,Cr19Re31
Cr0.39V0.61,other,0.37,Cr39V61
Cr0.3Ru0.7,other,0.38,Cr3Ru7
Cr0.476Mo0.524,other,0.045,Cr119Mo131
Cr0.48V0.52,other,0.1,Cr12V13
Cr0.4Mo0.6,other,0.095,Cr2Mo3
Cr0.4Re0.6,other,2.15,Cr2Re3
Cr0.56Re0.44,other,5.1,Cr14.0000000000000Re11
Cr0.57Mo0.43,other,0.03,Cr5699.9999999999Mo4300
Cr0.5Ru0.5,other,1.3,Cr1Ru1
Cr0.65Ir0.35,other,0.59,Cr13Ir7
Cr0.67Os0.33,other,1.03,Cr67Os33
Cr0.6Ir0.4,other,0.4,Cr3Ir2
Cr0.6Ru0.4,other,2.1,Cr3Ru2
Cr0.72Ir0.28,other,0.83,Cr18Ir7.0000000000000
Cr0.72Os0.28,other,3.862,Cr18Os7.0000000000000
Cr0.72Os0.28,other,3.95,Cr18Os7.0000000000000
Cr0.72Ru0.28,other,3.468,Cr18Ru7.0000000000000
Cr0.74Re0.26,other,3.12,Cr37Re13
Cr0.75Rh0.25,other,0.072,Cr3Rh1
Cr0.7Ir0.3,other,0.76,Cr7Ir3
Cr0.7Rh0.3,other,1.1,Cr7Rh3
Cr0.82Ir0.18,other,0.75,Cr41Ir9
Cr0.835Ir0.165,other,0.77,Cr167Ir33
Cr0.8Os0.2,other,2.5,Cr4Os1
Cr0.8Re0.2,other,1.31,Cr4Re1
Cr0.8Rh0.2,other,0.5,Cr4Rh1
Cr1,other,3.1,Cr1
Cr1Ru2,other,2,Cr1Ru2
Cr1Ru3,other,3.3,Cr1Ru3
Cr1Ti3,other,3.7,Cr1Ti3
Cr2Re3B1,other,4.8,Cr2Re3B1
Cr2Ru1,other,2.02,Cr2Ru1
Cr34.9Ga25V40.1,other,5.48,Cr349Ga250V401
Cr3Ir1,other,0.15,Cr3Ir1
Cr3Ir1,other,0.168,Cr3Ir1
Cr3Ir1,other,0.45,Cr3Ir1
Cr3Rh1,other,0.07,Cr3Rh1
Cr3Ru1,other,3.3,Cr3Ru1
Cr4.84Ga25V70.16,other,12.14,Cr121Ga625V1754
Cs0.005W1O3,other,5.9,Cs1W200O600
Cs0.19W1O3,other,6.7,Cs19W100O300
Cs0.1Li0.02W1O2.88F0.12,other,4,Cs5Li1W50O144F6
Cs0.1Li0.05W1O2.85F0.15,other,3.3,Cs2Li1W20O57F3
Cs0.1Li0.1W1O2.8F0.2,other,2.1,Cs1Li1W10O28F2
Cs0.1W1O2.9F0.1,other,4.4,Cs1W10O29F1
Cs0.23W1O3,other,6,Cs23W100O300
Cs0.25W1O3,other,4,Cs1W4O12
Cs0.32O3W1,other,1.12,Cs8O75W25
Cs0.33Ta1S2,other,3.8,Cs33Ta100S200
Cs0.3Mo1S2,other,6.3,Cs3Mo10S20
Cs0.3Mo1S2,other,6.8,Cs3Mo10S20
Cs0.3W1O3,other,2,Cs3W10O30
Cs0.5Nb1S2,other,2.8,Cs1Nb2S4
Cs0.96Bi4Te6,other,4.4,Cs12Bi50Te75
Cs0.96Bi4Te6,other,4.4,Cs12Bi50Te75
Cs1,other,1.5,Cs1
Cs1Bi4.1Te5.9,other,4.4,Cs10Bi41Te59
Cs1Bi4.1Te5.9,other,4.4,Cs10Bi41Te59
Cs1I1,other,2,Cs1I1
Cs1Os1O6,other,3.3,Cs1Os1O6
Cs1Os2O6,other,3.25,Cs1Os2O6
Cs1Os2O6,other,3.26,Cs1Os2O6
Cs1Os2O6,other,3.3,Cs1Os2O6
Cs1Pb0.3Bi3.7Te6,other,2.9,Cs10Pb3Bi37Te60
Cs1Pb0.3Bi3.7Te6,other,2.9,Cs10Pb3Bi37Te60
Cs1Pb1Bi3Te6,other,2.7,Cs1Pb1Bi3Te6
Cs1Pb1Bi3Te6,other,2.7,Cs1Pb1Bi3Te6
Cs1Sr1Bi0.25Pb0.75O3,other,7.5,Cs4Sr4Bi1Pb3O12
Cs1V6S8,other,0.32,Cs1V6S8
Cs2Cr3As3,other,1.85,Cs2Cr3As3
Cs2Cr3As3,other,2.2,Cs2Cr3As3
Cs2Cr3As3,other,2.2,Cs2Cr3As3
Cs2Cr3As3,other,1.85,Cs2Cr3As3
Cs3Hg3.3C60,other,29,Cs10Hg11C200
Cu0.005V0.995,other,4.92,Cu1V199
Cu0.01Fe0.99Se0.85,Fe-si,8.6,Cu1Fe99Se85
Cu0.01Ta1S2,other,3.05,Cu1Ta100S200
Cu0.01V0.99,other,4.74,Cu1V99
Cu0.025V0.975,other,4.45,Cu1V39
Cu0.02Fe0.98Se0.85,Fe-si,4.1,Cu2Fe98Se85
Cu0.03Ir1Te2,other,2.53,Cu3Ir100Te200
Cu0.03Ta1S2,other,3.79,Cu3Ta100S200
Cu0.044Ti1Se2,other,1.5,Cu11Ti250Se500
Cu0.045Ti1Se2,other,0.95,Cu9Ti200Se400
Cu0.04Ta1S2,other,4.2,Cu1Ta25S50
Cu0.055Ti1Se2,other,2.24,Cu11Ti200Se400
Cu0.057Ti1Se2,other,3.49,Cu57Ti1000Se2000
Cu0.05Ir1Te2,other,2.84,Cu1Ir20Te40
Cu0.05Rh0.04Ti0.91,other,2.5,Cu5Rh4Ti91
Cu0.05Ti1Se2,other,1.4,Cu1Ti20Se40
Cu0.05V0.95,other,3.85,Cu1V19
Cu0.05Zr1Te3,other,3.8,Cu1Zr20Te60
Cu0.064Ti1Se2,other,3.62,Cu8Ti125Se250
Cu0.065Ti1Se2,other,3.4,Cu13Ti200Se400
Cu0.06Ta1S2,other,4.16,Cu3Ta50S100
Cu0.06Ti1Se2,other,2.3,Cu3Ti50Se100
Cu0.06Ti1Se2,other,2.39,Cu3Ti50Se100
Cu0.06Ti1Se2,other,2.5,Cu3Ti50Se100
Cu0.06Ti2Se2,other,2,Cu3Ti100Se100
Cu0.07Ir1Te2,other,2.71,Cu7.0000000000000Ir100Te200
Cu0.07Ti1Se2,other,3.9,Cu7.0000000000000Ti100Se200
Cu0.081Ti1Se2,other,4.17,Cu81Ti1000Se2000
Cu0.08Ta1S2,other,3.45,Cu2Ta25S50
Cu0.08Ti1Se2,other,4.13,Cu2Ti25Se50
Cu0.08Ti1Se2,other,4.15,Cu2Ti25Se50
Cu0.08Ti2Se2,other,3.95,Cu1Ti25Se25
Cu0.12Bi2Se3,other,3.8,Cu3Bi50Se75
Cu0.12Ta1S2,other,1.82,Cu3Ta25S50
Cu0.14Bi2Te3,other,6,Cu7.0000000000000Bi100Te150
Cu0.14Sn0.86,other,6.62,Cu7.0000000000000Sn43
Cu0.15In0.85,other,3.75,Cu3In17
Cu0.1Bi2Se3,other,2.95,Cu1Bi20Se30
Cu0.1Ir1Te2,other,2.41,Cu1Ir10Te20
Cu0.1Pb0.9,other,6.5,Cu1Pb9
Cu0.1Sn0.9,other,6.8,Cu1Sn9
Cu0.1Ta1S2,other,2.71,Cu1Ta10S20
Cu0.1Ti1Se2,other,2.68,Cu1Ti10Se20
Cu0.1Ti1Se2,other,3.02,Cu1Ti10Se20
Cu0.1Ti1Se2,other,3.9,Cu1Ti10Se20
Cu0.1Ti2Se2,other,2.95,Cu1Ti20Se20
Cu0.25C0.75Ca3Cu2O6.85,CuO,47,Cu5C15Ca60Cu40O137
Cu0.25Tl0.75Ba2Ca2Cu3O11,CuO,108,Cu1Tl3Ba8Ca8Cu12O44
Cu0.25Tl0.75Ba2Ca2Cu3O11,CuO,121,Cu1Tl3Ba8Ca8Cu12O44
Cu0.25Tl0.75Ba2Ca2Cu3O11,CuO,117,Cu1Tl3Ba8Ca8Cu12O44
Cu0.29Bi2Se3,other,3.2,Cu29Bi200Se300
Cu0.2Zn0.8Ir2S4,other,0.47,Cu1Zn4Ir10S20
Cu0.3La0.7,other,3.5,Cu3La7
Cu0.3Zn0.7Ir2S4,other,1.36,Cu3Zn7Ir20S40
Cu0.4Bi2Se3,other,3.09,Cu2Bi10Se15
Cu0.4Zn0.6Ir2S4,other,1.73,Cu2Zn3Ir10S20
Cu0.55Zn0.45Ir2S4,other,2.41,Cu11Zn9Ir40S80
Cu0.5C0.5Ca3Cu2O6.6,CuO,57,Cu5C5Ca30Cu20O66
Cu0.5C0.5Sr2Ca1Cu2O7,CuO,90,Cu1C1Sr4Ca2Cu4O14
Cu0.5C0.5Sr2Ca1Cu5O10.8,CuO,41,Cu5C5Sr20Ca10Cu50O108
Cu0.5Ge0.5,other,3.3,Cu1Ge1
